e8ceb081-8b77-4b8b-a043-baff12e8cfab	date	a	13/02/1998
540b07a4-1250-4367-890c-ac26a3ca64fb	date	a	15/12/1880
6124f8a8-89d6-4ea9-a007-a2901db86f26	date	a	10-08-2062
a0ef63ce-2d4b-46ef-bfde-b9fc3ebafcd1	company	a	modtagestation vendsyssel i/s
3b72f5e5-1c31-46df-9c2f-d0ff9edbbf6f	company	a	trib holding aps
f386ff4e-29a7-4486-bffe-6766a00a6d34	port	a	aardalstangen
431070ac-7f13-40dc-9735-95e8ee94241b	company	a	nokia solutions and networks oy
490080c4-81e5-41e2-87d5-747c475619e5	company	a	bayer nordic se
ffe33912-fb9b-4a6e-a48a-8ab696ccd926	company	a	marie brizard wine and spirits
ad9e1310-eeec-459c-a807-2ad891b8f9a3	port	a	andres
713058b6-2ca2-45ed-87f5-7d1b4b609f20	company	a	orion diagnostica oy
a86d0786-9ffd-49cc-9504-7fdc9a5c10e1	port	a	bacolod
5e9d2758-6823-40ee-a387-3e4f447dca76	vessel	a	elyros
cec152e5-6514-4fc3-a793-4a76596907f5	port	a	arrecife
da7ccfbe-2ffe-4abe-93b2-57439b7e94a0	port	a	arkhangelsk
a3b2cf3c-6bec-4619-8bc4-06a2f72606bc	port	a	aandalsnes
3ac63caf-b865-4c1f-8d2c-55cb8394c4dc	company	a	lear petroleum corporation
31afe928-02c9-40ed-b453-c919baa66f70	date	a	13-Jan-1832
28740888-5cc5-4932-b95d-843d82748ccb	company	a	wolf burgers australasia pte. ltd.
483fd4c5-bf63-4bbb-95fc-4dc308a79534	date	a	May-02-1888
11762969-5fc3-411a-873a-72cd5bfc8cc7	company	a	thales europe sas
72ea59f6-7b16-4ed2-9acc-4a0fb2ac7206	date	a	1960-Jun-21
4797f0e3-c775-497f-8060-fb1978c825d6	vessel	a	normandie
c9cc02ee-c309-48e4-ba75-845ea41862bf	port	a	aliveri
31bc7f69-9f09-4434-954b-c672738da489	vessel	a	le grand bleu
0eaf53ee-864f-41b4-a65a-035d593c3d8c	port	a	balongan terminal
b81fdf8f-5141-4c49-b9a9-ba45ca2d1bf4	port	a	baisha port
b20b62fe-7a89-4f82-9b41-35da32d59a62	date	a	20th Mar, 1978
0af8712d-b87d-40aa-8e58-767e28a81baf	date	a	17th August 1893
ec14dce7-b73e-4ef8-befb-607877c9ea2c	port	a	aofeng
fe2ed5dc-b0e3-4eac-b0e6-970c346b8cbc	company	a	vitabalans oy
b86ac319-ccc9-4280-871e-705ad7a47da8	port	a	ascension
86c3bfba-41bd-40da-8d6f-7a38116e9637	date	a	14 June 1964
e0a4e64d-9db7-4dad-bd35-7d0e7e6a03f6	vessel	a	celestyal olympia
8be2345a-435d-4e7c-8426-f0a7c6cdb915	vessel	a	al mirqab
ffea2641-a0fb-41a1-8553-121ab1dcc75b	company	a	maxygen, inc.
ef5fe378-e6b4-4b17-854a-c3c53d0c1f06	port	a	al shaheen terminal
9b9fe124-92f6-4188-86c6-86900ad471f7	company	a	2714302 canada inc.
5c8330b2-5262-4ddc-b92a-e41b8036b39f	port	a	apapa-lagos safe anch.
4cfe23cf-23a6-4d46-b637-1a707256d9ac	company	a	s.a. holding aps
fcc64bfa-8e8f-42a5-9a18-6ccc071636e7	date	a	06-February-1932
b0620f6d-e980-4645-a403-8cf1cc14bd22	port	a	amgu
f70a764d-1589-45ac-9a17-a7777238812a	port	a	barahona
ea5d392f-4f63-4b2e-85fb-d2d8f00472d5	company	a	howard stark professional pharmacy, inc.
22da91cc-f253-4d07-98e0-7838a25969e8	vessel	a	enchantment of the seas
86e7b5ce-a349-4b6a-9df9-e42e8821fd51	company	a	tbs capital management limited
bac7f16c-2089-4491-bb4d-7b2e75f6f837	date	a	02 December 1810
f82d3834-5695-4ea2-9592-b7c790884ec7	company	a	icd limited
9168a7f5-88ba-4c71-8101-c86c5afb426e	port	a	aracruz
20a79c7b-3f09-4ecb-a7db-1ab9db12267e	port	a	arbatax
43be228b-91e0-4a49-944b-4a928a664180	date	a	08th February, 1849
487a171b-8001-43f1-a828-54ccfc12c157	date	a	03-Nov-2002
2f529364-8138-41c9-9c8b-250e7e43c791	port	a	akranes
c5b9b1e4-045e-4f77-b42f-4d130fb85ec0	port	a	ashdod
49013603-19fc-4f24-9b42-7c73b787392e	port	a	arica
b41e722e-0802-4589-a532-4fc5177b101b	company	a	campobello island chamber of commerce
cf2f53a5-b3e7-4982-a87e-2f06b9930d3a	date	a	Aug-27-1922
af79d2a3-a1a1-4898-8d92-6b9ef2741715	vessel	a	regatta
2997d3ef-1e38-483e-9a88-f362782d21eb	company	a	tecsys inc.
5560c71f-cc4c-4f25-a84c-f99a213c82d8	vessel	a	oocl hong kong
3fc76020-f7cb-4da1-b8a2-95009877ca59	port	a	bakar
feae02e1-5d3c-4194-989e-6fa121f47a1b	company	a	hafnia tankers singapore sub-holding pte. ltd.
5a43f496-c3ec-44dd-a72b-fed3ea087456	vessel	a	ti europe
3fb72a73-ec4e-49d6-87ed-d861975f63b9	vessel	a	carnival splendor
b6ae47f6-04c5-4a5e-a503-e48f4d44a5c7	company	a	keva
aa65bd52-50ea-447e-8e8b-aa53b9d838ed	vessel	a	grand princess
ec995098-9af4-4c2d-bb32-1ae66a7719fa	port	a	aalvik
a17edc84-7801-44c4-bde1-32adf28982d9	company	a	infinera oy
67eea866-2cbd-4565-83f5-8f2b093dd43e	company	a	ccic international holding limited
46a482cf-297d-4db5-b340-2e144a7ed674	vessel	a	aidamira
ed68415c-70bc-4bd0-939d-7ae848b1f0d1	port	a	ball's head
57c7bbf4-677d-4ff7-8d67-b1ba03cd79d3	company	a	allan krogh jensen holding aps
a80819a1-8f45-4440-8e77-bab04380fe37	company	a	nb ventilation a/s
f1e4d0c9-b456-4a75-b7b7-82d3200b7d25	vessel	a	msc divina
b74601ab-2cbb-4556-b358-c8c786166899	date	a	13 February 1851
76b7a35e-f293-439d-af9c-570d0d025c99	date	a	08/16/1988
04b6bc22-936b-426c-b8bf-55d5187fcfa0	date	a	26 Jul 1877
3f4ff9ee-320f-4764-b3d6-3c40d0b3eae6	port	a	angoche
fe1422c9-77e4-4541-8c6e-b6cbdc2475e4	company	a	hkscan oyj
5003b84b-9c5d-40bb-bbc4-0eeabec44985	date	a	16 Jul 1926
9a8da81a-b754-4f84-9df4-360fa571c07a	port	a	arecibo
26b4a580-a41c-4c24-9dc6-0b9499f1fab3	vessel	a	saga
c11768fc-20b5-494b-990e-515c3666c2bb	company	a	parker wright pte. ltd.
eae6e204-5dcc-4515-aeb3-0ab6c1505a26	vessel	a	navigator of the seas
8fe6d62f-6a89-4d69-933a-52b7ed7fbdf8	vessel	a	eurodam
ccd99838-c980-48b8-80fa-de11420bcfa4	company	a	mount sophia investments limited
b6630e4f-da3d-462f-8752-0ef67d531dbb	vessel	a	belem
